Series Description,EURO,US$/POUND,BRAZIL ,CHINA,DENMARK,INDIA,JAPAN,KOREA,MALAYSIA,MEXICO,NORWAY,SWEDEN,SOUTH AFRICA,SINGAPORE,SWITZERLAND,TAIWAN,THAILAND,VENEZUELA ,Nominal Broad Dollar Index ,Nominal Major Currencies Dollar Index ,Nominal Other Important Trading Partners Dollar Index ,US$/AU$,S$/NZ$,CANADA,HONG KONG,SRI LANKA
10/5/1971,,2.4894,,,7.2674,,333.14,,2.9855,,6.8493,5.0201,,,3.9596,,,,,,,1.1571,1.1582,1.0079,,
10/6/1971,,2.4882,,,7.2578,,332.65,,2.9878,,6.8479,5.013,,,3.9603,,,,,,,1.1567,1.1577,1.0075,,
10/7/1971,,2.4894,,,7.2668,,332.61,,2.9828,,6.846,5.0177,,,3.9604,,,,,,,1.1571,1.1582,1.0062,,
10/8/1971,,2.4802,,,7.2572,,332.37,,2.9784,,6.8438,5.0176,,,3.9659,,,,,,,1.1574,1.1586,1.0057,,
10/11/1971,,ND,,,ND,,ND,,ND,,ND,ND,,,ND,,,,,,,ND,ND,ND,,
10/12/1971,,2.4895,,,7.2648,,330.52,,2.9855,,6.8416,5.0221,,,3.9699,,,,,,,1.1572,1.1583,1.0054,,
10/13/1971,,2.4891,,,7.2661,,331.4,,2.9788,,6.8411,5.0272,,,3.9781,,,,,,,1.157,1.1581,1.0056,,
10/14/1971,,2.4806,,,7.2646,,330.85,,2.9784,,6.8443,5.0314,,,3.9824,,,,,,,1.1572,1.1584,1.0045,,
10/15/1971,,2.4889,,,7.2639,,330.58,,2.9788,,6.848,5.0302,,,3.9833,,,,,,,1.1569,1.1581,1.0051,,
10/18/1971,,2.4894,,,7.2648,,329.6,,2.9784,,6.8481,5.0286,,,3.9727,,,,,,,1.1571,1.1583,1.0045,,
10/19/1971,,2.4893,,,7.2677,,330.85,,2.9784,,6.8526,5.0256,,,3.9749,,,,,,,1.1571,1.1582,1.0036,,
10/20/1971,,2.4912,,,7.2642,,331.07,,2.9757,,6.8515,5.0263,,,3.9755,,,,,,,1.1579,1.1591,1.0034,,
10/21/1971,,2.4921,,,7.2622,,330.79,,2.9775,,6.8528,5.0262,,,3.9774,,,,,,,1.1584,1.1595,1.0034,,
10/22/1971,,2.4927,,,7.2611,,330.36,,2.9766,,6.8533,5.0217,,,3.9799,,,,,,,1.1586,1.1598,1.0007,,
10/25/1971,,ND,,,ND,,ND,,ND,,ND,ND,,,ND,,,,,,,ND,ND,ND,,
10/26/1971,,2.494,,,7.2608,,329,,2.9735,,6.8528,5.0164,,,3.9914,,,,,,,1.1592,1.1604,1.0019,,
10/27/1971,,2.4945,,,7.26,,329.54,,2.9757,,6.8523,5.0173,,,3.9948,,,,,,,1.1595,1.1606,1.0013,,
10/28/1971,,2.4938,,,7.2569,,329.71,,2.9718,,6.854,5.0176,,,3.988,,,,,,,1.1592,1.1603,1.0017,,
10/29/1971,,2.4914,,,7.2576,,329.5,,2.9753,,6.8538,5.0196,,,3.9927,,,,,,,1.158,1.1592,1.0036,,
11/1/1971,,2.4927,,,7.2612,,329.45,,2.9753,,6.8543,5.0247,,,3.996,,,,,,,1.1586,1.1598,1.0054,,
11/2/1971,,ND,,,ND,,ND,,ND,,ND,ND,,,ND,,,,,,,ND,ND,ND,,
11/3/1971,,2.493,,,7.2807,,329.5,,2.9744,,6.8621,5.0226,,,3.9917,,,,,,,1.1587,1.16,1.0036,,
11/4/1971,,2.4928,,,7.2824,,330.87,,2.9762,,6.864,5.0245,,,3.9912,,,,,,,1.1587,1.1598,1.0042,,
11/5/1971,,2.4936,,,7.2802,,329.16,,2.9757,,6.8634,5.0196,,,3.9911,,,,,,,1.159,1.1602,1.0048,,
11/8/1971,,2.4931,,,7.2833,,329.22,,2.9744,,6.8672,5.022,,,3.9946,,,,,,,1.1588,1.16,1.0058,,
11/9/1971,,2.4926,,,7.2611,,329.16,,2.9766,,6.8684,5.0207,,,3.9946,,,,,,,1.1586,1.1597,1.006,,
11/10/1971,,2.4925,,,7.2829,,329.11,,2.9771,,6.8681,5.0207,,,3.996,,,,,,,1.1586,1.1597,1.0053,,
11/11/1971,,2.4934,,,7.282,,329.11,,2.9744,,6.8681,5.0203,,,3.9952,,,,,,,1.1589,1.1601,1.0048,,
11/12/1971,,2.4937,,,7.2809,,329.49,,2.9762,,6.8658,5.0136,,,3.9943,,,,,,,1.1591,1.1603,1.0045,,
11/15/1971,,2.493,,,7.2818,,328.73,,2.97,,6.8687,5.0136,,,3.9944,,,,,,,1.1588,1.16,1.0038,,
11/16/1971,,2.4929,,,7.282,,328.62,,2.9762,,6.8709,5.0094,,,3.9948,,,,,,,1.1587,1.1599,1.0034,,
11/17/1971,,2.4938,,,7.2642,,328.8,,2.9749,,6.8693,5.0074,,,3.996,,,,,,,1.1591,1.1603,1.0037,,
11/18/1971,,2.4935,,,7.2624,,328.68,,2.9727,,6.8703,5.0088,,,3.9965,,,,,,,1.159,1.1602,1.0036,,
11/19/1971,,2.4938,,,7.2514,,328.4,,2.9749,,6.8674,5.0044,,,3.9839,,,,,,,1.1592,1.1603,1.0027,,
11/22/1971,,2.4937,,,7.251,,328.41,,2.9749,,6.8678,5.001,,,3.9761,,,,,,,1.1591,1.1603,1.0027,,
11/23/1971,,2.4939,,,7.2202,,328.19,,2.9749,,6.8564,4.9897,,,3.9647,,,,,,,1.1592,1.1604,1.0027,,
11/24/1971,,2.4935,,,7.2235,,328.04,,2.9749,,6.839,4.9775,,,3.9526,,,,,,,1.159,1.1602,1.0026,,
11/25/1971,,ND,,,ND,,ND,,ND,,ND,ND,,,ND,,,,,,,ND,ND,ND,,
11/26/1971,,2.4937,,,7.2146,,327.6,,2.9749,,6.8338,4.9565,,,3.9555,,,,,,,1.1591,1.1603,1.0027,,
11/29/1971,,2.4938,,,7.2196,,327.06,,2.9637,,6.8283,4.9427,,,3.9539,,,,,,,1.1592,1.1603,1.0027,,
11/30/1971,,2.4937,,,7.2227,,327.44,,2.9637,,6.8376,4.957,,,3.9555,,,,,,,1.1591,1.1603,1.0036,,
12/1/1971,,2.4939,,,7.215,,327.6,,2.9637,,6.8386,4.9346,,,3.9489,,,,,,,1.1592,1.1604,1.003,,
12/2/1971,,2.493,,,7.2179,,326,,2.9753,,6.819,4.926,,,3.9335,,,,,,,1.1588,1.1599,1.0027,,
12/3/1971,,2.4985,,,7.217,,325.1,,2.9722,,6.8058,4.9257,,,3.917,,,,,,,1.1613,1.1625,1.0026,,
12/6/1971,,2.4978,,,7.1951,,326.53,,2.9731,,6.8068,4.9128,,,3.8948,,,,,,,1.161,1.1621,1.001,,
12/7/1971,,2.5011,,,7.1893,,323.62,,2.9678,,6.7688,4.8888,,,3.8997,,,,,,,1.1625,1.1638,1.0011,,
12/8/1971,,2.5079,,,7.1965,,323.5,,2.9612,,6.7696,4.89,,,3.8986,,,,,,,1.1657,1.1669,0.9997,,
12/9/1971,,2.5175,,,7.1836,,323.52,,2.9503,,6.7686,4.8959,,,3.9,,,,,,,1.1702,1.1714,0.9978,,
12/10/1971,,2.5182,,,7.1889,,323.1,,2.9397,,6.7636,4.8972,,,3.8998,,,,,,,1.1704,1.1717,0.9957,,
12/13/1971,,2.519,,,7.1865,,322.79,,2.9412,,6.7564,4.8969,,,3.9027,,,,,,,1.1708,1.172,0.9967,,
12/14/1971,,2.5189,,,7.191,,322.58,,2.9316,,6.7407,4.8968,,,3.885,,,,,,,1.1708,1.1722,0.9971,,
12/15/1971,,2.5192,,,7.1764,,321.54,,2.933,,6.7509,4.8924,,,3.8756,,,,,,,1.171,1.172,0.9969,,
12/16/1971,,2.5197,,,7.1672,,320,,2.933,,6.7429,4.8909,,,3.8826,,,,,,,1.1712,1.1724,0.9973,,
12/17/1971,,2.5292,,,7.1736,,320.36,,2.9264,,6.7448,4.8924,,,3.8754,,,,,,,1.1756,1.1768,0.9967,,
12/20/1971,,ND,,,ND,,ND,,ND,,ND,ND,,,ND,,,,,,,ND,ND,0.9933,,
12/21/1971,,2.5537,,,7.0859,,314.98,,ND,,6.7233,4.8715,,,3.8842,,,,,,,ND,ND,0.9967,,
12/22/1971,,2.5538,,,7.069,,314.96,,2.8969,,6.7052,4.8729,,,3.885,,,,,,,1.1871,ND,0.9985,,
12/23/1971,,2.5485,,,7.0761,,315.01,,2.8885,,6.7019,4.8796,,,3.9043,,,,,,,1.1864,ND,1.0004,,
12/24/1971,,2.5477,,,7.0775,,315.21,,2.8889,,6.7019,4.8742,,,3.9092,,,,,,,1.1871,ND,1.0006,,
12/27/1971,,2.5482,,,7.0853,,314.96,,2.8885,,6.7086,4.889,,,3.9193,,,,,,,1.1882,ND,1.0002,,
12/28/1971,,2.5473,,,7.0906,,315.01,,2.9015,,6.7159,4.8896,,,3.9192,,,,,,,1.1879,1.189,1.0014,,
12/29/1971,,2.5474,,,7.1025,,315.21,,2.8955,,6.7383,4.9019,,,3.9212,,,,,,,1.1888,1.1892,1.0019,,
12/30/1971,,2.5536,,,7.0715,,315.01,,2.899,,6.7135,4.8838,,,3.9196,,,,,,,1.1887,1.1893,1.0008,,
12/31/1971,,2.552,,,7.0665,,315.01,,2.8998,,6.7069,4.8631,,,3.9147,,,,,,,1.1887,1.1913,1.0024,,
1/3/1972,,2.552,,,7.0522,,314.86,,2.8902,,6.7035,4.8544,,,3.9177,,,,,,,1.191,1.195,1.0041,,
1/4/1972,,2.5505,,,7.0597,,314.96,,2.886,,6.7159,4.855,,,3.92,,,,,,,1.19,1.1915,1.0052,,
1/5/1972,,2.551,,,7.0597,,314.86,,2.8969,,6.7204,4.852,,,3.9216,,,,,,,1.1905,1.1925,1.005,,
1/6/1972,,2.5502,,,7.0671,,312.01,,2.8985,,6.7221,4.8514,,,3.9185,,,,,,,1.1905,1.192,1.005,,
1/7/1972,,2.5502,,,7.0621,,312.5,,2.8902,,6.7227,4.8479,,,3.9208,,,,,,,1.1905,1.1925,1.0068,,
1/10/1972,,2.5498,,,7.0621,,312.99,,2.8944,,6.7261,4.8298,,,3.9198,,,,,,,1.1905,1.1925,1.0093,,
1/11/1972,,2.549,,,7.0547,,314.47,,2.8944,,6.7238,4.8353,,,3.9216,,,,,,,1.191,1.193,1.0085,,
1/12/1972,,2.5504,,,7.0572,,313.48,,2.9002,,6.7249,4.8309,,,3.9164,,,,,,,1.19,1.19,1.0076,,
1/13/1972,,2.5541,,,7.0522,,313.97,,2.8902,,6.7227,4.8286,,,3.9002,,,,,,,1.1915,1.195,1.0071,,
1/14/1972,,2.572,,,7.0423,,312.99,,2.8818,,6.7227,4.8216,,,3.8835,,,,,,,1.193,1.198,1.0061,,
1/17/1972,,2.585,,,7.0175,,313.38,,2.8653,,6.6934,4.8135,,,3.8655,,,,,,,1.192,1.196,1.0045,,
1/18/1972,,2.58,,,7.0311,,312.89,,2.8694,,6.7002,4.8144,,,3.8775,,,,,,,1.192,1.196,1.0065,,
1/19/1972,,2.5801,,,7.0237,,312.79,,2.8694,,6.689,4.8077,,,3.8728,,,,,,,1.192,1.195,1.0061,,
1/20/1972,,2.5815,,,7.0225,,312.01,,2.8736,,6.6934,4.8077,,,3.8775,,,,,,,1.188,1.19,1.0065,,
1/21/1972,,2.5824,,,7.0126,,312.3,,2.8736,,6.6934,4.8077,,,3.8778,,,,,,,1.191,1.192,1.0063,,
1/24/1972,,2.5873,,,6.9979,,312.21,,2.8694,,6.6878,4.806,,,3.8728,,,,,,,1.1915,1.193,1.0056,,
1/25/1972,,2.5903,,,6.9955,,311.82,,2.8653,,6.689,4.8065,,,3.8655,,,,,,,1.1915,1.195,1.0046,,
1/26/1972,,2.5894,,,7.0102,,311.53,,2.8736,,6.689,4.8077,,,3.8685,,,,,,,1.191,1.194,1.0046,,
1/27/1972,,2.5903,,,7.0089,,310.08,,2.8653,,6.6934,4.8088,,,3.8707,,,,,,,1.191,1.193,1.0045,,
1/28/1972,,2.5914,,,7.0028,,310.46,,2.8571,,6.6934,4.8077,,,3.873,,,,,,,1.191,1.195,1.0046,,
1/31/1972,,2.5937,,,7.0028,,310.56,,2.8506,,6.6912,4.8054,,,3.8745,,,,,,,1.191,1.195,1.0056,,
2/1/1972,,2.5998,,,7.0028,,310.37,,2.8506,,6.6979,4.8077,,,3.8677,,,,,,,1.191,1.195,1.0063,,
2/2/1972,,2.6067,,,6.9832,,308.55,,2.8449,,6.6845,4.7985,,,3.8462,,,,,,,1.191,1.195,1.0058,,
2/3/1972,,2.6046,,,6.9869,,309.12,,2.8449,,6.6811,4.7973,,,3.858,,,,,,,1.191,1.195,1.0057,,
2/4/1972,,2.6,,,6.9955,,308.64,,2.8653,,6.6979,4.8054,,,3.8745,,,,,,,1.191,1.195,1.0058,,
2/7/1972,,2.6029,,,6.993,,308.17,,2.8474,,6.68,4.8019,,,3.873,,,,,,,1.191,1.195,1.006,,
2/8/1972,,2.6037,,,6.9955,,307.69,,2.8449,,6.6711,4.7973,,,3.8692,,,,,,,1.191,1.194,1.0065,,
2/9/1972,,2.605,,,6.9979,,304.79,,2.849,,6.66,4.7962,,,3.861,,,,,,,1.191,1.195,1.0058,,
2/10/1972,,2.6059,,,6.993,,304.69,,2.849,,6.6556,4.7939,,,3.861,,,,,,,1.191,1.1925,1.0057,,
2/11/1972,,2.6055,,,6.993,,304.69,,2.849,,6.6556,4.7962,,,3.858,,,,,,,1.191,1.1925,1.0057,,
2/14/1972,,2.5952,,,7.0003,,304.23,,2.849,,6.6622,4.8031,,,3.861,,,,,,,1.191,1.1925,1.0057,,
2/15/1972,,2.5937,,,6.9979,,304.14,,2.8449,,6.6622,4.8031,,,3.864,,,,,,,1.191,1.1925,1.005,,
2/16/1972,,2.6045,,,6.9881,,303.95,,2.849,,6.6511,4.7985,,,3.8447,,,,,,,1.191,1.1925,1.0047,,
2/17/1972,,2.605,,,6.9747,,303.95,,2.849,,6.6225,4.7778,,,3.8484,,,,,,,1.191,1.194,1.0045,,
2/18/1972,,2.6055,,,6.9759,,303.49,,2.849,,6.6247,4.7755,,,3.8491,,,,,,,1.191,1.1925,1.004,,
2/21/1972,,ND,,,ND,,ND,,ND,,ND,ND,,,ND,,,,,,,ND,ND,ND,,
2/22/1972,,2.605,,,6.9857,,302.85,,2.8571,,6.6357,4.7847,,,3.8595,,,,,,,1.191,1.195,1.0034,,
2/23/1972,,2.6062,,,6.9881,,302.48,,2.8571,,6.6291,4.7847,,,3.8565,,,,,,,1.191,1.1925,1.0047,,
2/24/1972,,2.607,,,6.9881,,302.11,,2.8571,,6.6225,4.7881,,,3.8565,,,,,,,1.191,1.195,1.0025,,
2/25/1972,,2.6054,,,6.9857,,302.48,,2.8571,,6.628,4.7927,,,3.8692,,,,,,,1.191,1.1925,1.0025,,
2/28/1972,,2.6057,,,6.9881,,303.95,,2.8571,,6.6269,4.7927,,,3.8752,,,,,,,1.191,1.195,1.0028,,
2/29/1972,,2.6059,,,6.9857,,303.4,,2.8409,,6.6269,4.7927,,,3.8685,,,,,,,1.191,1.195,1.0012,,
3/1/1972,,2.6058,,,6.9784,,303.21,,2.8369,,6.6192,4.787,,,3.8711,,,,,,,1.191,1.195,1.001,,
3/2/1972,,2.6058,,,6.9832,,303.03,,2.8369,,6.6203,4.7847,,,3.8685,,,,,,,1.191,1.195,1.0006,,
3/3/1972,,2.6077,,,6.9784,,302.66,,2.8571,,6.6181,4.7801,,,3.8715,,,,,,,1.191,1.195,1.0004,,
3/6/1972,,2.6112,,,6.9759,,302.75,,2.8369,,6.6138,4.7755,,,3.861,,,,,,,1.191,1.192,0.9974,,
3/7/1972,,2.6213,,,6.9638,,302.3,,2.8369,,6.6007,4.7653,,,3.8573,,,,,,,1.191,1.1925,0.9971,,
3/8/1972,,2.6257,,,6.9638,,302.02,,2.8369,,6.5985,4.7596,,,3.841,,,,,,,1.191,1.192,0.9969,,
3/9/1972,,2.644,,,6.9324,,301.66,,2.8369,,6.5531,4.7326,,,3.8183,,,,,,,1.191,1.1925,0.9962,,
3/10/1972,,2.6409,,,6.9444,,301.93,,2.8169,,6.5574,4.7506,,,3.8175,,,,,,,1.191,1.19,0.9971,,
3/13/1972,,2.6387,,,6.9396,,302.3,,2.7933,,6.5531,4.7438,,,3.9817,,,,,,,1.191,1.195,0.9989,,
3/14/1972,,2.629,,,6.9565,,302.21,,2.8011,,6.5703,4.7574,,,3.8358,,,,,,,1.191,1.192,1.0003,,
3/15/1972,,2.621,,,6.9638,,302.11,,2.8169,,6.592,4.7687,,,3.8388,,,,,,,1.191,1.192,1.0011,,
3/16/1972,,2.62,,,6.9444,,302.02,,2.8169,,6.5789,4.7664,,,3.8432,,,,,,,1.191,1.192,1.0006,,
3/17/1972,,2.61,,,6.9589,,302.11,,2.8169,,6.5963,4.779,,,3.858,,,,,,,1.191,1.19,1.0008,,
3/20/1972,,2.6105,,,6.9735,,302.3,,2.8249,,6.6225,4.7893,,,3.8625,,,,,,,1.191,1.192,0.9996,,
3/21/1972,,2.6175,,,6.9541,,302.11,,2.8209,,6.5941,4.7733,,,3.8513,,,,,,,1.191,1.192,0.9973,,
3/22/1972,,2.6168,,,6.9589,,302.11,,2.8169,,6.5854,4.7687,,,3.8603,,,,,,,1.191,1.192,0.9978,,
3/23/1972,,2.6096,,,6.9662,,301.93,,2.8169,,6.605,4.787,,,3.8655,,,,,,,1.191,1.192,0.999,,
3/24/1972,,2.6065,,,6.9735,,302.3,,2.8289,,6.6159,4.7927,,,3.87,,,,,,,1.191,1.192,0.9987,,
3/27/1972,,2.6107,,,6.9711,,302.57,,2.8249,,6.6094,4.7881,,,3.8591,,,,,,,1.191,1.192,0.9966,,
3/28/1972,,2.615,,,6.9662,,302.85,,2.8169,,6.605,4.7778,,,3.8528,,,,,,,1.191,1.192,0.9961,,
3/29/1972,,2.616,,,6.9711,,303.77,,2.8169,,6.5985,4.7687,,,3.8476,,,,,,,1.191,1.192,0.9966,,
3/30/1972,,2.6152,,,6.9735,,303.77,,2.8249,,6.5985,4.779,,,3.8366,,,,,,,1.191,1.195,0.9972,,
3/31/1972,,2.6163,,,6.9686,,304.32,,2.8249,,6.6007,4.7801,,,3.8358,,,,,,,1.191,1.198,0.9977,,
4/3/1972,,2.616,,,6.9686,,304.14,,2.8249,,6.5985,4.7801,,,3.8373,,,,,,,1.191,1.198,0.9983,,
4/4/1972,,2.6128,,,6.9686,,304.97,,2.8209,,6.6007,4.7778,,,3.8476,,,,,,,1.191,1.198,0.9979,,
4/5/1972,,2.612,,,6.9784,,305.16,,2.8217,,6.5941,4.7824,,,3.8491,,,,,,,1.191,1.192,0.9969,,
4/6/1972,,2.6093,,,6.9784,,304.88,,2.8249,,6.5854,4.7824,,,3.8521,,,,,,,1.191,1.192,0.9964,,
4/7/1972,,2.6088,,,6.9955,,303.21,,2.8249,,6.592,4.7847,,,3.8521,,,,,,,1.191,1.192,0.997,,
4/10/1972,,2.6082,,,6.9955,,302.11,,2.7933,,6.5854,4.7841,,,3.7092,,,,,,,1.191,1.195,0.997,,
4/11/1972,,2.6115,,,6.993,,302.3,,2.8011,,6.5811,4.7801,,,3.8499,,,,,,,1.191,1.195,0.9969,,
4/12/1972,,2.6125,,,6.9906,,302.43,,2.8233,,6.5822,4.7793,,,3.8484,,,,,,,1.191,1.195,0.997,,
4/13/1972,,2.6102,,,6.993,,302.57,,2.8233,,6.5963,4.7824,,,3.8506,,,,,,,1.191,1.1925,0.9968,,
4/14/1972,,2.6086,,,6.9979,,302.94,,2.8249,,6.6007,4.7835,,,3.8558,,,,,,,1.191,1.195,0.9972,,
4/17/1972,,2.6082,,,6.9979,,302.57,,2.8249,,6.6094,4.7847,,,3.8588,,,,,,,1.191,1.195,0.9967,,
4/18/1972,,2.6068,,,6.9979,,302.39,,2.8289,,6.6159,4.791,,,3.8737,,,,,,,1.191,1.193,0.997,,
4/19/1972,,2.6068,,,7.0028,,302.94,,2.8249,,6.6236,4.7939,,,3.879,,,,,,,1.191,1.193,0.9969,,
4/20/1972,,2.6093,,,6.9979,,303.03,,2.8249,,6.6094,4.7847,,,3.867,,,,,,,1.191,1.1925,0.9961,,
4/21/1972,,2.6084,,,6.993,,303.21,,2.8249,,6.6094,4.787,,,3.87,,,,,,,1.191,1.192,0.9945,,
4/24/1972,,2.6099,,,6.9991,,305.16,,2.8249,,6.6072,4.787,,,3.8632,,,,,,,1.191,1.193,0.9933,,
4/25/1972,,2.6111,,,7.0028,,304.32,,2.8249,,6.6072,4.7813,,,3.8625,,,,,,,1.191,1.192,0.992,,
4/26/1972,,2.611,,,7.0028,,303.77,,2.8249,,6.5996,4.7824,,,3.864,,,,,,,1.191,1.1925,0.9917,,
4/27/1972,,2.6116,,,6.9979,,304.23,,2.8217,,6.605,4.7778,,,3.8629,,,,,,,1.191,1.193,0.9923,,
4/28/1972,,2.611,,,6.9955,,304.88,,2.8217,,6.6028,4.7755,,,3.8647,,,,,,,1.191,1.1925,0.9924,,
5/1/1972,,2.611,,,7.0003,,304.41,,2.8169,,6.5996,4.7744,,,3.864,,,,,,,1.191,1.195,0.9935,,
5/2/1972,,2.6108,,,6.9979,,304.23,,2.8169,,6.6039,4.7733,,,3.864,,,,,,,1.191,1.195,0.9931,,
5/3/1972,,2.6115,,,6.9991,,304.32,,2.8169,,6.6028,4.7721,,,3.8625,,,,,,,1.191,1.195,0.992,,
5/4/1972,,2.6112,,,6.9955,,304.23,,2.8249,,6.605,4.7676,,,3.8617,,,,,,,1.191,1.195,0.992,,
5/5/1972,,2.6105,,,6.9955,,304.32,,2.8209,,6.6028,4.7676,,,3.8632,,,,,,,1.191,1.195,0.9921,,
5/8/1972,,2.6107,,,6.9967,,305.06,,2.8249,,6.6017,4.7664,,,3.8632,,,,,,,1.191,1.195,0.9922,,
5/9/1972,,2.6139,,,6.9808,,304.97,,2.8249,,6.5898,4.7596,,,3.8573,,,,,,,1.191,1.195,0.9917,,
5/10/1972,,2.6152,,,6.9979,,303.77,,2.8209,,6.5703,4.7506,,,3.8551,,,,,,,1.191,1.195,0.991,,
5/11/1972,,2.6128,,,6.9747,,303.58,,2.8249,,6.566,4.7529,,,3.861,,,,,,,1.191,1.1925,0.9896,,
5/12/1972,,2.613,,,6.9881,,303.86,,2.8249,,6.5789,4.754,,,3.8625,,,,,,,1.191,1.1925,0.9899,,
5/15/1972,,2.6122,,,6.9979,,304.32,,2.8249,,6.5768,4.754,,,3.867,,,,,,,1.191,1.195,0.9901,,
5/16/1972,,2.6113,,,6.9906,,304.41,,2.8249,,6.5768,4.7574,,,3.8707,,,,,,,1.191,1.195,0.9911,,
5/17/1972,,2.6136,,,6.9832,,304.51,,2.8249,,6.5735,4.7529,,,3.8655,,,,,,,1.191,1.195,0.9893,,
5/18/1972,,2.6135,,,6.9638,,304.6,,2.8249,,6.5595,4.7506,,,3.8655,,,,,,,1.191,1.194,0.9887,,
5/19/1972,,2.6132,,,6.9686,,304.04,,2.8249,,6.5617,4.7506,,,3.8651,,,,,,,1.191,1.195,0.9886,,
5/22/1972,,2.6133,,,6.9662,,304.41,,2.8249,,6.5595,4.7483,,,3.8655,,,,,,,1.191,1.195,0.9882,,
5/23/1972,,2.6128,,,6.9662,,304.23,,2.8249,,6.5574,4.7483,,,3.8565,,,,,,,1.191,1.194,0.9876,,
5/24/1972,,2.6133,,,6.9541,,304.32,,2.8249,,6.5466,4.7377,,,3.8565,,,,,,,1.191,1.194,0.9838,,
5/25/1972,,2.6116,,,6.9614,,304.32,,2.8169,,6.5574,4.7472,,,3.8595,,,,,,,1.191,1.191,0.9839,,
5/26/1972,,2.6126,,,6.9638,,304.41,,2.809,,6.5574,4.7461,,,3.8562,,,,,,,1.191,1.191,0.9841,,
5/29/1972,,ND,,,ND,,ND,,ND,,ND,ND,,,ND,,,,,,,ND,ND,ND,,
5/30/1972,,2.6125,,,6.93,,305.34,,2.8129,,6.5317,4.736,,,3.8462,,,,,,,1.191,1.191,0.9831,,
5/31/1972,,2.613,,,6.9324,,304.69,,2.8129,,6.5274,4.7337,,,3.8432,,,,,,,1.191,1.195,0.9812,,
6/1/1972,,2.6125,,,6.9264,,304.41,,2.8169,,6.5274,4.736,,,3.8351,,,,,,,1.191,1.19,0.9816,,
6/2/1972,,2.6117,,,6.9348,,304.23,,2.8169,,6.4851,4.736,,,3.8373,,,,,,,1.191,1.196,0.9813,,
6/5/1972,,2.6114,,,6.9348,,304.69,,2.8129,,6.5402,4.7427,,,3.8432,,,,,,,1.191,1.195,0.9786,,
6/6/1972,,2.6109,,,6.942,,304.51,,2.8169,,6.5381,4.7461,,,3.8421,,,,,,,1.191,1.195,0.979,,
6/7/1972,,2.6115,,,6.93,,304.41,,2.8129,,6.537,4.7427,,,3.8366,,,,,,,1.191,1.19,0.979,,
6/8/1972,,2.6112,,,6.9156,,304.32,,2.8129,,6.5402,4.7393,,,3.8329,,,,,,,1.191,1.19,0.9768,,
6/9/1972,,2.6112,,,6.9097,,304.23,,2.8129,,6.5466,4.7388,,,3.8329,,,,,,,1.191,1.19,0.9759,,
6/12/1972,,2.607,,,6.9132,,304.51,,2.8169,,6.5381,4.7393,,,3.8278,,,,,,,1.191,1.19,0.9777,,
6/13/1972,,2.6076,,,6.9156,,304.04,,2.8169,,6.5359,4.7405,,,3.8179,,,,,,,1.191,1.191,0.9778,,
6/14/1972,,2.608,,,6.9156,,303.95,,2.8129,,6.5147,4.7393,,,3.8197,,,,,,,1.191,1.191,0.9756,,
6/15/1972,,2.6008,,,6.9108,,304.04,,2.8129,,6.5125,4.7293,,,3.8157,,,,,,,1.191,1.195,0.9744,,
6/16/1972,,2.5913,,,6.9589,,303.95,,2.8169,,6.5445,4.7326,,,3.8088,,,,,,,1.191,1.19,0.9759,,
6/19/1972,,2.591,,,6.9505,,303.86,,2.8209,,6.5274,4.7304,,,3.8059,,,,,,,1.191,1.19,0.9783,,
6/20/1972,,2.585,,,6.9759,,303.4,,2.8169,,6.5531,4.7371,,,3.7979,,,,,,,1.191,1.19,0.9805,,
6/21/1972,,2.576,,,7.0274,,302.94,,2.8129,,6.5563,4.7438,,,3.794,,,,,,,1.191,1.19,0.9832,,
6/22/1972,,2.572,,,7.0547,,302.07,,2.8369,,6.5963,4.7664,,,3.7786,,,,,,,1.191,1.19,0.9813,,
6/23/1972,,2.5,,,7.4074,,294.12,,ND,,6.5232,4.7619,,,3.7439,,,,,,,ND,ND,0.9808,,
6/26/1972,,2.5195,,,7.0922,,298.51,,ND,,6.5531,4.7619,,,3.7355,,,,,,,ND,ND,0.9805,,
6/27/1972,,2.4925,,,7.0175,,298.51,,ND,,6.5574,4.7483,,,3.7594,,,,,,,ND,ND,0.981,,
6/28/1972,,2.485,,,6.9541,,296.74,,ND,,6.5062,4.7281,,,3.7383,,,,,,,ND,ND,0.9815,,
6/29/1972,,2.4635,,,6.9541,,300.75,,2.8369,,6.5189,4.7148,,,3.7495,,,,,,,1.191,1.19,0.9835,,
6/30/1972,,2.441,,,6.9469,,300.93,,2.8369,,6.5147,4.7059,,,3.7425,,,,,,,1.191,1.19,0.9856,,
7/3/1972,,2.421,,,6.9686,,300.84,,2.7701,,6.5019,4.7103,,,3.7481,,,,,,,1.191,1.192,0.9846,,
7/4/1972,,ND,,,ND,,ND,,ND,,ND,ND,,,ND,,,,,,,ND,ND,ND,,
7/5/1972,,2.446,,,6.9784,,300.03,,2.7778,,6.4998,4.7483,,,3.7707,,,,,,,1.191,1.195,0.9836,,
7/6/1972,,2.4355,,,6.9686,,300.57,,2.7778,,6.4977,4.7393,,,3.7594,,,,,,,1.191,1.1935,0.9843,,
7/7/1972,,2.4385,,,6.9699,,300.93,,2.7778,,6.4956,4.7427,,,3.7559,,,,,,,1.191,1.195,0.9855,,
