Series Description,EURO,US$/POUND,BRAZIL ,CHINA,DENMARK,INDIA,JAPAN,KOREA,MALAYSIA,MEXICO,NORWAY,SWEDEN,SOUTH AFRICA,SINGAPORE,SWITZERLAND,TAIWAN,THAILAND,VENEZUELA ,Nominal Broad Dollar Index ,Nominal Major Currencies Dollar Index ,Nominal Other Important Trading Partners Dollar Index ,US$/AU$,S$/NZ$,CANADA,HONG KONG,SRI LANKA
2/26/1997,,1.633,1.0513,8.3248,6.4406,35.86,121.9,864,2.4876,7.787,6.697,7.4699,4.436,1.4285,1.4773,27.52,25.9,0.4783,101.9951,92.938,100.2928,0.7742,0.6942,1.366,7.7445,57.5
2/27/1997,,1.6265,1.0511,8.3248,6.439,35.9,120.8,866,2.4832,7.838,6.7327,7.477,4.473,1.4255,1.478,27.54,25.89,0.4783,101.9648,92.8038,100.4248,0.7778,0.6908,1.3671,7.744,57.9
2/28/1997,,1.6287,1.0512,8.3254,6.434,35.91,120.83,866,2.483,7.965,6.7268,7.4909,4.482,1.426,1.4735,27.54,25.9,0.4803,102.1151,92.8091,100.7729,0.7765,0.6924,1.367,7.7437,57.55
3/3/1997,,1.6175,1.0511,8.326,6.465,35.86,121.15,864.5,2.4805,7.985,6.8447,7.5849,4.473,1.4258,1.477,27.55,25.89,0.4873,102.3187,93.0894,100.8289,0.7863,0.7007,1.3675,7.7445,57.64
3/4/1997,,1.6155,1.0515,8.3253,6.534,35.895,121.95,866.5,2.4745,7.972,6.973,7.675,4.45,1.4265,1.4872,27.54,25.94,0.478,102.6184,93.5815,100.7911,0.7894,0.704,1.37,7.7445,57.61
3/5/1997,,1.6117,1.0525,8.325,6.532,35.88,121.5,870,2.473,8.049,6.9495,7.648,4.449,1.428,1.4812,27.54,25.95,0.4788,102.6467,93.4757,101.0185,0.7841,0.7025,1.3683,7.741,57.85
3/6/1997,,1.6131,1.0527,8.3257,6.548,35.88,121.28,871.5,2.4763,8.014,6.9355,7.663,4.456,1.4315,1.486,27.53,25.96,0.4785,102.5802,93.4038,100.9703,0.7873,0.7031,1.3649,7.7435,57.85
3/7/1997,,1.6032,1.0527,8.3257,6.551,35.87,121.88,871.5,2.4815,8.003,6.935,7.693,4.461,1.4343,1.4852,27.52,25.95,0.4785,102.751,93.6765,100.9607,0.788,0.704,1.368,7.743,57.8
3/10/1997,,1.6005,1.0528,8.3253,6.496,35.9,121.7,877,2.4782,7.9525,6.8275,7.609,4.433,1.4333,1.4732,27.54,25.94,0.478,102.5701,93.4459,100.8824,0.7875,0.7026,1.371,7.743,57.9
3/11/1997,,1.6058,1.0536,8.3252,6.4965,35.86,121.77,880.5,2.4742,7.977,6.813,7.6276,4.4325,1.4335,1.4726,27.54,25.96,0.4778,102.5462,93.3446,100.9796,0.7927,0.7045,1.3667,7.7432,57.65
3/12/1997,,1.5932,1.0542,8.3253,6.4915,35.85,122.68,879.5,2.4748,7.961,6.8015,7.69,4.403,1.4342,1.4656,27.56,25.92,0.4783,102.6397,93.5162,100.9404,0.794,0.704,1.364,7.7435,57.73
3/13/1997,,1.5965,1.0553,8.3255,6.51,35.87,123.24,880.5,2.4765,7.997,6.85,7.6925,4.401,1.4353,1.4642,27.55,25.95,0.4783,102.7733,93.6444,101.0621,0.7923,0.6995,1.3633,7.7439,57.75
3/14/1997,,1.6022,1.0549,8.3255,6.4734,35.85,123.46,881.5,2.4765,7.98,6.8384,7.7699,4.44,1.4335,1.4582,27.55,25.97,0.4783,102.6689,93.5045,101.0273,0.7978,0.6987,1.3636,7.7455,57.72
3/17/1997,,1.59,1.0593,8.3258,6.453,35.89,123.65,882,2.4777,7.99,6.8525,7.735,4.432,1.4346,1.4585,27.54,25.96,0.4773,102.8015,93.6766,101.0798,0.7935,0.6948,1.3694,7.7455,57.78
3/18/1997,,1.589,1.0606,8.3258,6.39,35.89,122.45,885,2.4725,7.95,6.805,7.69,4.417,1.4375,1.4395,27.54,25.92,0.4776,102.5236,93.2884,101.0116,0.786,0.6937,1.3746,7.7476,57.67
3/19/1997,,1.5968,1.0608,8.3259,6.4195,35.9,122.8,887,2.4726,7.92,6.768,7.677,4.4265,1.44,1.4469,27.54,25.93,0.4778,102.6628,93.5291,100.9755,0.786,0.6903,1.379,7.747,57.9
3/20/1997,,1.5948,1.061,8.3259,6.444,35.91,123.59,886.5,2.478,7.94,6.775,7.66,4.43,1.4477,1.4494,27.54,25.96,0.4779,102.8795,93.7955,101.0842,0.7871,0.6914,1.3795,7.746,57.72
3/21/1997,,1.6015,1.0614,8.3256,6.4375,35.9,122.82,887,2.479,7.915,6.7025,7.6355,4.429,1.4468,1.4595,27.56,25.96,0.4778,102.7336,93.6101,101.0201,0.7841,0.6921,1.3802,7.748,57.84
3/24/1997,,1.6171,1.0616,8.3256,6.435,35.885,122.93,890,2.478,7.9,6.715,7.627,4.4275,1.439,1.4564,27.56,25.97,0.4775,102.6248,93.4674,100.9792,0.787,0.6974,1.378,7.748,57.74
3/25/1997,,1.6172,1.0613,8.3268,6.457,35.9,123.9,891,2.479,7.892,6.6799,7.668,4.4184,1.4423,1.4675,27.59,25.99,0.4776,102.8255,93.7669,100.9999,0.7817,0.6955,1.3779,7.7492,58.02
3/26/1997,,1.6276,1.0612,8.3266,6.451,35.9,124.23,892,2.4822,7.91,6.692,7.644,4.424,1.452,1.4651,27.6,26.03,0.478,102.8064,93.6514,101.1298,0.783,0.6934,1.3746,7.7507,58.35
3/27/1997,,1.6312,1.0591,8.3264,6.378,35.9,123.65,896,2.4798,7.913,6.6297,7.549,4.4215,1.4467,1.449,27.56,26.02,0.4784,102.5658,93.2861,101.1151,0.7816,0.6943,1.377,7.7493,58.2
3/28/1997,,1.6315,1.06,8.3264,6.399,35.91,123.9,897.5,2.482,7.93,6.638,7.575,4.425,1.447,1.4505,27.56,25.99,0.4784,102.6918,93.4381,101.1824,0.7835,0.6945,1.381,7.75,58.25
3/31/1997,,1.6448,1.0595,8.3255,6.357,35.88,123.72,898,2.476,7.93,6.595,7.54,4.421,1.4445,1.4383,27.56,25.97,0.4785,102.5186,93.1875,101.1534,0.784,0.6947,1.3835,7.7485,58.36
4/1/1997,,1.6485,1.0591,8.3253,6.368,35.89,122.7,898,2.477,7.915,6.724,7.6056,4.413,1.4392,1.4427,27.56,25.96,0.4785,102.4254,93.0883,101.0836,0.7876,0.6973,1.3865,7.7475,58.45
4/2/1997,,1.6425,1.0596,8.3263,6.391,35.9,122.72,897,2.4823,7.93,6.794,7.648,4.4205,1.441,1.4445,27.56,25.96,0.4783,102.5463,93.234,101.1483,0.7845,0.6963,1.3877,7.7457,58.3
4/3/1997,,1.646,1.0577,8.3269,6.363,35.87,122.8,897,2.485,7.969,6.785,7.593,4.419,1.434,1.4335,27.57,25.98,0.4783,102.5107,93.1274,101.2263,0.779,0.6927,1.3887,7.748,58.4
4/4/1997,,1.6389,1.06,8.3268,6.401,35.88,124.27,895,2.487,7.952,6.833,7.613,4.4125,1.437,1.4422,27.57,25.99,0.4775,102.8735,93.7103,101.1992,0.7755,0.6905,1.3923,7.749,58.32
4/7/1997,,1.6277,1.0582,8.3266,6.5094,35.88,125.67,896,2.4993,7.902,6.9638,7.71,4.429,1.4414,1.4648,27.57,26.05,0.4778,103.333,94.4689,101.1374,0.7762,0.6892,1.3894,7.7476,58.45
4/8/1997,,1.6233,1.0583,8.3266,6.5152,35.89,126.08,896,2.5055,7.887,6.9391,7.655,4.426,1.4415,1.4692,27.6,26.09,0.4785,103.3959,94.5642,101.1423,0.781,0.6886,1.388,7.7495,58.5
4/9/1997,,1.622,1.0584,8.3265,6.568,35.86,126.86,896,2.5046,7.891,6.976,7.7005,4.439,1.4423,1.477,27.62,26.11,0.4783,103.6491,94.9436,101.1681,0.7838,0.6935,1.3882,7.749,58.65
4/10/1997,,1.623,1.0586,8.3265,6.548,35.85,125.95,895,2.5055,7.9091,6.96,7.699,4.455,1.4382,1.4704,27.59,26.08,0.4779,103.5212,94.7492,101.1592,0.7814,0.6916,1.3916,7.7491,58.75
4/11/1997,,1.6245,1.0591,8.3269,6.57,35.88,126.04,895,2.506,7.923,6.982,7.6959,4.451,1.4408,1.466,27.66,26.09,0.4784,103.676,94.9302,101.2515,0.786,0.6938,1.3976,7.7493,58.83
4/14/1997,,1.6225,1.0599,8.3265,6.5675,35.85,126.48,896.5,2.5089,7.91,6.9705,7.636,4.457,1.442,1.4689,27.64,26.08,0.4786,103.7472,95.0495,101.2399,0.779,0.692,1.3985,7.7496,58.9
4/15/1997,,1.6255,1.0601,8.3261,6.606,35.837,126.35,897,2.5132,7.881,7.025,7.707,4.464,1.4435,1.4693,27.62,26.06,0.4785,103.7835,95.1538,101.1691,0.7755,0.6873,1.3967,7.7498,58.86
4/16/1997,,1.6225,1.0611,8.3256,6.585,35.8,125.75,896,2.5107,7.889,7.058,7.723,4.459,1.4415,1.4715,27.62,26.08,0.4791,103.7016,95.0241,101.1711,0.7716,0.687,1.3978,7.7499,59
4/17/1997,,1.631,1.0611,8.3251,6.5725,35.83,126.05,894.5,2.5148,7.888,7.09,7.731,4.4555,1.4413,1.469,27.66,26.08,0.4809,103.6691,94.9654,101.1827,0.7735,0.6893,1.3975,7.7498,58.92
4/18/1997,,1.6315,1.0619,8.3251,6.538,35.8,125.88,896,2.5125,7.875,7.058,7.678,4.446,1.441,1.4589,27.65,26.08,0.4807,103.5324,94.7689,101.1559,0.774,0.6915,1.3994,7.749,58.86
4/21/1997,,1.6353,1.062,8.3248,6.491,35.78,125.66,895,2.506,7.872,7.075,7.643,4.448,1.4398,1.4496,27.65,26.07,0.4808,103.3618,94.5291,101.1147,0.776,0.6938,1.3978,7.7476,58.9
4/22/1997,,1.6362,1.0628,8.3249,6.532,35.79,126.25,895,2.4995,7.87,7.0947,7.676,4.449,1.444,1.4596,27.66,26.07,0.4808,103.5359,94.7833,101.1426,0.778,0.6938,1.3957,7.747,58.82
4/23/1997,,1.6213,1.063,8.3246,6.527,35.76,126.16,894.5,2.4975,7.879,7.0481,7.645,4.4475,1.4445,1.4624,27.65,26.07,0.4803,103.5497,94.7893,101.166,0.7765,0.6928,1.3942,7.748,59.1
4/24/1997,,1.625,1.0626,8.3248,6.53,35.77,125.96,895,2.5054,7.856,7.07,7.67,4.444,1.4441,1.4615,27.67,26.07,0.4808,103.5104,94.7468,101.1374,0.7755,0.692,1.3928,7.7475,59.16
4/25/1997,,1.6235,1.0695,8.3243,6.574,35.782,125.88,894.5,2.5085,7.89,7.081,7.778,4.45,1.4428,1.469,27.65,26.08,0.481,103.735,95.0214,101.2534,0.7768,0.6935,1.3966,7.748,59.16
4/28/1997,,1.6232,1.0627,8.3249,6.582,35.77,126.68,894.5,2.5105,7.925,7.101,7.793,4.443,1.445,1.469,27.69,26.11,0.482,103.9354,95.2691,101.353,0.7797,0.6949,1.3995,7.7475,59.28
4/29/1997,,1.6312,1.0629,8.3249,6.563,35.77,126.81,895,2.5115,7.971,7.099,7.822,4.443,1.4445,1.4668,27.69,26.12,0.4813,103.8983,95.1369,101.4639,0.7804,0.694,1.3979,7.7467,59.3
4/30/1997,,1.62,1.0635,8.3245,6.596,35.78,127.03,894,2.5107,7.945,7.124,7.85,4.447,1.448,1.4745,27.68,26.13,0.4814,104.0535,95.4034,101.4294,0.7795,0.693,1.3971,7.7467,59.25
5/1/1997,,1.6238,1.0638,8.3245,6.55,35.77,126.64,895,2.5078,7.945,7.088,7.777,4.447,1.4463,1.4685,27.68,26.11,0.4819,103.7602,94.948,101.4226,0.7845,0.689,1.3895,7.7475,59.25
5/2/1997,,1.6215,1.0643,8.3245,6.578,35.76,126.57,895,2.5085,7.917,7.098,7.837,4.4535,1.4475,1.47,27.69,26.09,0.4819,103.7333,94.945,101.3638,0.784,0.6905,1.3833,7.7475,59.27
5/5/1997,,1.62,1.0644,8.3247,6.6,35.8,126.7,895,2.507,7.91,7.165,7.915,4.458,1.446,1.4741,27.75,26.1,0.4818,103.7958,95.0502,101.353,0.78,0.6885,1.3813,7.7475,59.68
5/6/1997,,1.6375,1.0647,8.3243,6.56,35.86,125.45,897,2.5065,7.88,7.136,7.8135,4.4555,1.446,1.4615,27.76,26.08,0.482,103.4012,94.4684,101.2988,0.7772,0.687,1.3781,7.748,59.34
5/7/1997,,1.6364,1.0649,8.3238,6.555,35.889,125.09,897.5,2.5109,7.924,7.122,7.7505,4.455,1.4465,1.4621,27.76,26.07,0.4818,103.4375,94.4416,101.4249,0.7764,0.6847,1.3817,7.7469,59.7
5/8/1997,,1.62,1.0649,8.3234,6.497,35.872,123.85,896,2.5069,7.918,7.073,7.695,4.469,1.4435,1.444,27.71,26.05,0.4824,103.1726,94.0754,101.353,0.78,0.6858,1.3835,7.7464,59.33
5/9/1997,,1.621,1.0661,8.3231,6.429,35.86,120.73,896,2.5065,7.9005,7.042,7.658,4.4625,1.441,1.423,27.71,25.99,0.4829,102.6488,93.3065,101.2808,0.7784,0.6877,1.391,7.7456,59.35
5/12/1997,,1.6235,1.0676,8.323,6.49,35.86,118.95,894,2.5125,7.925,7.103,7.694,4.4635,1.435,1.4385,27.78,25.94,0.483,102.6048,93.2032,101.3341,0.7787,0.695,1.39,7.744,59.21
5/13/1997,,1.6319,1.0674,8.3228,6.464,35.86,118.75,895.5,2.5175,7.905,7.026,7.6585,4.468,1.4365,1.4376,27.8,25.95,0.4835,102.4137,92.9117,101.3256,0.7767,0.6945,1.3862,7.7405,58.72
5/14/1997,,1.64,1.0673,8.3225,6.478,35.855,118.33,895,2.5231,7.894,7.045,7.606,4.482,1.4355,1.4395,27.79,25.9,0.484,102.3171,92.7855,101.2892,0.778,0.6956,1.3856,7.738,58.65
5/15/1997,,1.6385,1.0673,8.3221,6.477,35.84,116.28,894,2.4977,7.899,7.07,7.605,4.484,1.4348,1.4355,27.81,25.37,0.4849,101.9224,92.2481,101.1744,0.7765,0.6962,1.3791,7.7385,58.5
5/16/1997,,1.6335,1.0671,8.3218,6.451,35.84,115.43,894,2.4835,7.895,7.052,7.622,4.4775,1.4325,1.4205,27.76,25.89,0.4845,101.6528,91.8412,101.1583,0.7748,0.693,1.3705,7.7385,58.6
5/19/1997,,1.638,1.0674,8.3223,6.513,35.82,116.05,894,2.498,7.894,7.123,7.678,4.4675,1.4345,1.4288,27.78,25.39,0.4846,101.8984,92.2289,101.1468,0.7743,0.6917,1.372,7.7395,58.7
5/20/1997,,1.6438,1.0684,8.3219,6.458,35.795,113.8,893.5,2.5,7.885,7.052,7.563,4.467,1.4305,1.4075,27.78,25.1,0.4838,101.4142,91.5397,101.0537,0.7742,0.692,1.375,7.7392,58.6
5/21/1997,,1.6465,1.0693,8.3221,6.4415,35.81,114.08,893.5,2.501,7.865,7.026,7.5365,4.4585,1.431,1.406,27.83,25.28,0.4848,101.2949,91.3438,101.0719,0.784,0.6953,1.3667,7.738,58.52
5/22/1997,,1.6235,1.0702,8.3223,6.456,35.79,115.96,894,2.503,7.87,7.055,7.605,4.471,1.4315,1.4145,27.83,25.74,0.4848,101.7754,92.0228,101.1706,0.7795,0.6935,1.3717,7.7375,58.6
5/23/1997,,1.6324,1.0713,8.3223,6.441,35.76,115.8,891,2.5015,7.885,7.051,7.596,4.4745,1.431,1.4048,27.85,25.7,0.4853,101.7554,91.9907,101.1724,0.765,0.6902,1.3751,7.7395,58.47
5/26/1997,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
5/27/1997,,1.629,1.0728,8.3216,6.476,35.84,116.45,894.5,2.5185,7.93,7.08,7.65,4.477,1.431,1.4165,27.86,25.87,0.4855,102.1424,92.44,101.4038,0.764,0.6908,1.3823,7.741,58.55
5/28/1997,,1.6382,1.0736,8.3224,6.455,35.82,115.52,895,2.512,7.91,7.068,7.676,4.473,1.43,1.4162,27.9,25.82,0.4851,101.9722,92.2145,101.3452,0.7635,0.6896,1.3843,7.744,58.35
5/29/1997,,1.6405,1.0743,8.3224,6.472,35.82,116.21,895,2.5114,7.91,7.083,7.7175,4.4705,1.4308,1.412,27.89,25.57,0.4843,102.0486,92.3559,101.3097,0.7644,0.6902,1.3817,7.7477,58.38
5/30/1997,,1.636,1.0709,8.3221,6.503,35.8,116.4,893.5,2.5132,7.917,7.115,7.745,4.469,1.4308,1.4145,27.89,24.75,0.4845,102.1076,92.534,101.1763,0.763,0.6895,1.3798,7.749,58.33
6/2/1997,,1.6343,1.071,8.3217,6.575,35.83,116.74,893.5,2.515,7.91,7.167,7.785,4.473,1.432,1.4285,27.89,24.9,0.4843,102.3465,92.8905,101.1983,0.758,0.6879,1.3781,7.745,58.4
6/3/1997,,1.6342,1.0717,8.3219,6.581,35.82,116.15,893.5,2.5178,7.914,7.1335,7.749,4.4695,1.432,1.4383,27.9,24.92,0.485,102.2331,92.7004,101.2197,0.7603,0.6885,1.374,7.7445,58.7
6/4/1997,,1.6272,1.0734,8.3215,6.5945,35.797,116.3,893.5,2.517,7.929,7.1525,7.759,4.4665,1.4305,1.4481,27.92,24.7,0.485,102.3505,92.8827,101.2199,0.7587,0.6887,1.376,7.7445,58.67
6/5/1997,,1.6328,1.0727,8.3221,6.5865,35.755,115.67,893,2.517,7.947,7.166,7.76,4.4835,1.429,1.4482,27.92,24,0.487,102.2145,92.7174,101.1494,0.761,0.6865,1.3764,7.7485,58.78
6/6/1997,,1.628,1.0723,8.3232,6.587,35.8,115.4,893,2.5115,7.985,7.1881,7.7943,4.4845,1.4285,1.454,27.92,23.95,0.4873,102.3467,92.8767,101.2199,0.7608,0.6885,1.384,7.744,58.53
6/9/1997,,1.6355,1.0726,8.3223,6.506,35.8,112.63,893.5,2.5132,7.987,7.109,7.771,4.503,1.4185,1.4377,27.9,24.4,0.4868,101.7701,91.9664,101.2451,0.7614,0.6902,1.3865,7.7436,58.75
6/10/1997,,1.6382,1.0726,8.3222,6.5487,35.8,112.6,893.5,2.515,7.965,7.158,7.8,4.501,1.42,1.4445,27.89,24.1,0.4865,101.8345,92.1266,101.1518,0.7616,0.6915,1.3862,7.743,58.6
6/11/1997,,1.637,1.0731,8.3223,6.534,35.827,111.42,893,2.5145,7.973,7.165,7.775,4.498,1.419,1.4375,27.9,23.95,0.486,101.6511,91.8502,101.1403,0.7579,0.6905,1.387,7.7425,58.4
6/12/1997,,1.6352,1.0737,8.3235,6.564,35.85,113.98,892,2.51,7.965,7.2025,7.772,4.4995,1.4235,1.4413,27.9,24.05,0.4846,102.0041,92.3942,101.1443,0.7524,0.6907,1.3825,7.7435,58.33
6/13/1997,,1.637,1.0743,8.323,6.6255,35.83,113.5,890,2.514,7.965,7.2712,7.7505,4.503,1.4291,1.4405,27.91,24.7,0.4855,102.0264,92.3456,101.2724,0.7513,0.6895,1.3804,7.7425,58.8
6/16/1997,,1.6357,1.0734,8.3231,6.592,35.83,113.49,891,2.5155,7.9575,7.318,7.787,4.499,1.426,1.4416,27.92,24,0.4855,102.0243,92.4342,101.1309,0.7485,0.69,1.3845,7.7427,58.4
6/17/1997,,1.6385,1.0755,8.3228,6.6015,35.82,113.35,890,2.512,7.935,7.253,7.768,4.511,1.427,1.4465,27.94,22.75,0.4853,101.9293,92.457,100.8697,0.75,0.6894,1.386,7.7405,58.32
6/18/1997,,1.6384,1.0748,8.3225,6.5975,35.79,113.5,890,2.5145,7.915,7.2575,7.7625,4.516,1.426,1.4478,27.93,23.8,0.4853,102.0082,92.4983,100.9943,0.7505,0.6895,1.3873,7.7405,58.38
6/19/1997,,1.648,1.0756,8.3215,6.567,35.845,114.09,890.5,2.5155,7.9114,7.2475,7.725,4.514,1.426,1.4363,27.95,25.2,0.4858,102.0589,92.4247,101.2283,0.7497,0.6867,1.3882,7.742,58.7
6/20/1997,,1.6537,1.0795,8.3215,6.585,35.83,114.62,890,2.5155,7.961,7.264,7.715,4.51,1.427,1.4399,27.95,24.3,0.4852,102.218,92.658,101.2488,0.7525,0.685,1.3925,7.743,58.42
6/23/1997,,1.6688,1.0771,8.3216,6.556,35.83,115.3,890,2.519,7.975,7.2465,7.701,4.4995,1.4315,1.4328,27.92,25.1,0.4855,102.196,92.4939,101.4488,0.752,0.6827,1.3895,7.7485,58.43
6/24/1997,,1.6643,1.0767,8.3214,6.577,35.84,114.8,889.5,2.5209,7.944,7.2545,7.7305,4.5025,1.43,1.4393,27.9,25.2,0.486,102.2109,92.5573,101.3867,0.7508,0.684,1.3916,7.745,58.5
6/25/1997,,1.6625,1.0767,8.321,6.571,35.82,113.95,890,2.5228,7.948,7.258,7.6925,4.507,1.4263,1.4383,27.88,25.35,0.4864,102.1498,92.4364,101.4271,0.7513,0.6848,1.3948,7.745,58.54
6/26/1997,,1.666,1.0765,8.321,6.583,35.83,113.23,890,2.522,7.955,7.26,7.705,4.512,1.427,1.4382,27.86,25.4,0.4853,101.927,92.0664,101.4659,0.7495,0.6872,1.3817,7.7485,58.47
6/27/1997,,1.662,1.077,8.329,6.618,35.83,114.67,890,2.523,7.951,7.303,7.726,4.5205,1.43,1.4496,27.84,25.3,0.486,102.251,92.5553,101.4854,0.7455,0.6789,1.3815,7.7495,58.49
6/30/1997,,1.665,1.0767,8.3207,6.6379,35.85,114.61,890,2.5245,7.952,7.3283,7.7345,4.5385,1.4302,1.4606,27.82,25.15,0.4873,102.254,92.587,101.4437,0.755,0.679,1.381,7.7475,58.54
7/1/1997,,1.6574,1.0766,8.3208,6.625,35.83,114.93,890,2.5235,7.93,7.305,7.737,4.531,1.4287,1.459,27.82,24.52,0.4948,102.2232,92.6502,101.2731,0.7529,0.678,1.3803,7.7462,58.47
7/2/1997,,1.667,1.0767,8.321,6.683,35.8,114.52,890.5,2.5255,7.951,7.353,7.771,4.533,1.4302,1.4719,27.87,30.18,0.4878,102.5972,92.6647,102.144,0.7525,0.678,1.377,7.7472,58.51
7/3/1997,,1.6885,1.0778,8.3214,6.6625,35.79,113.46,889,2.5202,7.953,7.2925,7.714,4.525,1.432,1.466,27.89,29,0.4886,102.2116,92.1636,101.9972,0.7537,0.6775,1.3736,7.7445,58.52
7/4/1997,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
7/7/1997,,1.687,1.0779,8.3218,6.659,35.82,112.6,889,2.5248,7.907,7.306,7.7275,4.5395,1.4358,1.459,27.92,28.9,0.4893,102.1244,92.0682,101.9364,0.7435,0.6745,1.3762,7.7428,58.52
7/8/1997,,1.6885,1.079,8.3219,6.704,35.8,112.76,890,2.505,7.919,7.365,7.778,4.5565,1.4385,1.4655,27.94,28.92,0.4899,102.2366,92.2334,101.9488,0.747,0.6757,1.3745,7.7436,58.65
7/9/1997,,1.684,1.0796,8.322,6.71,35.78,112.97,890,2.5044,7.898,7.34,7.7245,4.558,1.4372,1.4602,27.95,29.1,0.4895,102.2658,92.3013,101.9134,0.745,0.673,1.373,7.743,58.62
7/10/1997,,1.6881,1.0794,8.3213,6.6785,35.77,113.08,891,2.489,7.879,7.3415,7.725,4.5525,1.4307,1.4498,27.87,29.04,0.4913,102.1195,92.1699,101.7666,0.743,0.6724,1.3736,7.7425,58.62
7/11/1997,,1.6935,1.08,8.3206,6.747,35.73,113.88,892,2.505,7.852,7.41,7.752,4.548,1.4395,1.4601,27.87,30.15,0.4889,102.5557,92.5176,102.2727,0.7404,0.6697,1.3705,7.7462,58.58
7/14/1997,,1.6882,1.0801,8.321,6.807,35.75,113.76,893.5,2.569,7.872,7.466,7.7995,4.5555,1.442,1.472,27.94,29.8,0.4895,102.8154,92.815,102.4337,0.736,0.6655,1.369,7.7495,58.57
7/15/1997,,1.6765,1.0807,8.3216,6.87,35.73,115.87,894,2.569,7.887,7.558,7.864,4.556,1.4433,1.4803,27.96,30.1,0.4905,103.3715,93.5756,102.5882,0.7343,0.663,1.3708,7.7485,58.57
7/16/1997,,1.6745,1.0804,8.3219,6.854,35.73,116.28,896,2.593,7.923,7.4715,7.83,4.557,1.449,1.4832,27.97,29.9,0.4924,103.4264,93.6544,102.598,0.7355,0.6592,1.3736,7.7498,58.74
7/17/1997,,1.675,1.081,8.321,6.826,35.72,116.13,896,2.5905,7.859,7.405,7.781,4.5585,1.459,1.4815,27.97,30.7,0.4935,103.4435,93.6086,102.7093,0.7357,0.6557,1.3781,7.75,58.7
7/18/1997,,1.6761,1.0811,8.3215,6.8105,35.71,115.46,897,2.6475,7.903,7.3953,7.7687,4.568,1.4692,1.473,27.96,31,0.4945,103.3425,93.3298,102.8985,0.743,0.6523,1.3746,7.7515,58.7
7/21/1997,,1.6776,1.0811,8.3211,6.8364,35.72,115.88,894.5,2.628,7.886,7.4174,7.7814,4.575,1.4635,1.4755,27.94,30.6,0.4939,103.4673,93.5058,102.925,0.741,0.6534,1.3746,7.747,58.71
7/22/1997,,1.6744,1.0812,8.3209,6.9186,35.71,115.68,896.5,2.632,7.855,7.498,7.82,4.5745,1.46,1.49,27.96,30.9,0.4928,103.7554,94.0001,102.8508,0.7396,0.6478,1.3818,7.747,59
7/23/1997,,1.6779,1.0821,8.3209,6.94,35.71,115.85,896.5,2.639,7.837,7.483,7.812,4.5635,1.4672,1.484,27.98,31.65,0.4938,103.8792,94.0875,103.0116,0.7366,0.6497,1.3812,7.747,58.74
7/24/1997,,1.6729,1.0819,8.3208,6.967,35.71,115.95,895,2.6465,7.835,7.55,7.898,4.558,1.4765,1.4995,27.97,31.8,0.4941,104.0678,94.3216,103.1014,0.7375,0.653,1.3832,7.7385,58.7
7/25/1997,,1.6628,1.082,8.3205,6.985,35.705,116.75,894,2.6515,7.774,7.576,7.8685,4.566,1.4755,1.515,27.98,32.25,0.4948,104.2352,94.6633,102.9762,0.7372,0.6525,1.3848,7.7405,58.72
7/28/1997,,1.6292,1.0823,8.3003,7.0363,35.75,117.76,893.5,2.6355,7.782,7.6311,7.9508,4.5755,1.467,1.52,28,32.02,0.4955,104.598,95.3291,102.8228,0.7345,0.641,1.3865,7.7411,58.87
7/29/1997,,1.6275,1.0837,8.2913,6.98,35.737,118,894,2.619,7.799,7.59,7.937,4.5875,1.4635,1.517,28.25,31.4,0.4964,104.4592,95.1046,102.8351,0.745,0.6495,1.3855,7.7438,58.83
7/30/1997,,1.621,1.0829,8.2911,6.989,35.72,118.33,894,2.636,7.768,7.61,7.9925,4.5935,1.4665,1.515,28.8,31.8,0.4972,104.611,95.1851,103.0723,0.7447,0.6502,1.3813,7.745,59.92
7/31/1997,,1.6388,1.083,8.2913,7.009,35.72,118.37,892,2.639,7.825,7.635,7.982,4.613,1.471,1.5145,28.9,32.3,0.4984,104.7233,95.1516,103.3896,0.7451,0.6498,1.382,7.743,58.85
8/1/1997,,1.6348,1.083,8.3203,7.1025,35.8,118.47,891.5,2.6395,7.823,7.7115,8.0295,4.635,1.475,1.526,28.9,32.2,0.4968,105.145,95.7704,103.4474,0.7393,0.6433,1.3891,7.743,59.08
8/4/1997,,1.6283,1.0832,8.3205,7.104,35.8,118.34,891,2.6365,7.826,7.699,8.046,4.653,1.467,1.5255,28.75,31.7,0.4956,105.015,95.6292,103.354,0.7385,0.643,1.3798,7.7433,58.9
8/5/1997,,1.625,1.0842,8.3203,7.1647,35.737,119.26,893,2.643,7.805,7.7564,8.0825,4.653,1.473,1.536,28.75,31.4,0.4955,105.268,96.1183,103.2116,0.7392,0.6448,1.3815,7.7405,59.1
8/6/1997,,1.6008,1.0848,8.32,7.157,35.735,118.65,895.5,2.638,7.78,7.733,8.055,4.675,1.471,1.5317,28.75,31.05,0.4958,105.2776,96.2433,103.046,0.736,0.6393,1.3871,7.742,59
